tstamp,cuisine,critical_flag,borough
2020-03-09,Specialty,Not Critical,Bronx
2020-03-09,Specialty,Not Critical,Bronx
2020-02-27,American,Critical,Manhattan
2020-02-18,Specialty,Critical,Brooklyn
2020-02-12,American,Not Critical,Bronx
2020-02-12,American,Not Critical,Bronx
2020-03-04,Soups & Sandwiches,Critical,Brooklyn
2020-03-12,Italian,Critical,Manhattan
2020-02-11,Asian,Not Critical,Manhattan
2020-02-24,American,Critical,Bronx
2020-02-24,American,Critical,Bronx
2020-02-12,Asian,Critical,Manhattan
2020-02-06,Specialty,Not Critical,Queens
2020-02-21,Soups & Sandwiches,Critical,Manhattan
2020-03-11,Pizza,Critical,Manhattan
2020-03-05,Specialty,Not Critical,Manhattan
2020-02-26,Pizza,Critical,Bronx
2020-02-26,Coffee/Tea,Not Critical,Manhattan
2020-02-27,American,Critical,Manhattan
2020-02-27,American,Critical,Manhattan
2020-02-27,American,Critical,Manhattan
2020-02-05,Italian,Not Critical,Manhattan
2020-02-05,Italian,Not Critical,Manhattan
2020-03-11,Coffee/Tea,Critical,Queens
2020-02-10,Mexican,Not Critical,Manhattan
2020-02-26,Asian,Not Critical,Manhattan
2020-03-16,Asian/Asian Fusion,Critical,Manhattan
2020-03-13,Bakery,Not Critical,Queens
2020-02-19,Coffee/Tea,Not Critical,Queens
2020-03-03,Mediterranean,Critical,Bronx
2020-03-16,Latin American,Not Critical,Queens
2020-02-13,Asian,Not Critical,Bronx
2020-02-25,International,Not Critical,Brooklyn
2020-03-04,Bakery Products/Desserts,Critical,Queens
2020-02-21,Asian,Critical,Manhattan
2020-02-18,Specialty,Not Critical,Brooklyn
2020-02-13,Asian,Critical,Queens
2020-02-24,Specialty,Not Critical,Brooklyn
2020-03-03,Southeast Asian,Not Critical,Queens
2020-03-02,Asian/Asian Fusion,Critical,Manhattan
2020-02-05,Mediterranean,Critical,Queens
2020-02-13,Specialty,Not Critical,Brooklyn
2020-03-02,American,Not Critical,Bronx
2020-03-09,Pizza,Not Critical,Brooklyn
2020-03-09,Mexican,Not Critical,Manhattan
2020-02-26,Mexican,Critical,Queens
2020-03-07,Mexican,Critical,Queens
2020-03-12,American,Critical,Manhattan
2020-02-20,Bakery Products/Desserts,Critical,Bronx
2020-02-25,American,Not Critical,Brooklyn
2020-02-20,American,Critical,Brooklyn
2020-02-12,Coffee/Tea,Critical,Queens
2020-02-24,International,Critical,Manhattan
2020-02-05,Coffee/Tea,Not Critical,Manhattan
2020-03-16,Asian,Not Critical,Queens
2020-03-06,Mediterranean,Critical,Manhattan
2020-03-06,Coffee/Tea,Critical,Brooklyn
2020-02-26,Asian,Not Critical,Manhattan
2020-02-07,Mediterranean,Not Critical,Brooklyn
2020-02-28,Mediterranean,Not Critical,Queens
2020-02-10,Asian,Critical,Bronx
2020-02-04,Frozen Desserts,Not Critical,Bronx
2020-02-25,Asian,Not Critical,Queens
2020-03-11,Asian,Not Critical,Queens
2020-02-05,Asian,Critical,Manhattan
2020-02-06,Specialty,Not Critical,Manhattan
2020-02-12,Bakery Products/Desserts,Critical,Queens
2020-03-11,Coffee/Tea,Not Critical,Queens
2020-02-12,Specialty,Not Critical,Manhattan
2020-02-12,Specialty,Not Critical,Manhattan
2020-02-10,Pizza,Not Critical,Manhattan
2020-03-04,Soups & Sandwiches,Critical,Staten Island
2020-02-24,International,Not Critical,Manhattan
2020-02-24,International,Not Critical,Manhattan
2020-02-10,Latin American,Critical,Manhattan
2020-02-04,Mexican,Critical,Manhattan
2020-02-14,Latin/Caribbean,Not Critical,Manhattan
2020-03-04,Coffee/Tea,Not Critical,Queens
2020-03-11,Pizza,Not Critical,Manhattan
2020-02-04,Soups/Salads/Sandwiches,Critical,Brooklyn
2020-03-13,Coffee/Tea,Not Critical,Manhattan
2020-03-10,American,Critical,Brooklyn
2020-02-26,Soups & Sandwiches,Not Critical,Manhattan
2020-02-26,American,Not Critical,Brooklyn
2020-03-10,Mexican,Critical,Brooklyn
2020-02-24,American,Critical,Manhattan
2020-03-10,Latin American,Critical,Manhattan
2020-02-05,Steakhouse,Not Critical,Manhattan
2020-02-05,Steakhouse,Not Critical,Manhattan
2020-02-24,Coffee/Tea,Critical,Queens
2020-03-04,Asian/Asian Fusion,Not Critical,Manhattan
2020-03-10,Mexican,Critical,Brooklyn
2020-03-12,Asian/Asian Fusion,Critical,Queens
2020-02-06,American,Critical,Bronx
2020-02-19,Mediterranean,Critical,Manhattan
2020-02-25,American,Critical,Queens
2020-02-28,Italian,Critical,Manhattan
2020-02-07,Asian,Not Critical,Manhattan
2020-02-03,Latin/Caribbean,Not Critical,Brooklyn
2020-02-11,Latin American,Not Critical,Bronx
2020-02-12,Asian,Not Critical,Manhattan
2020-02-27,American,Critical,Brooklyn
2020-03-02,Asian,Not Critical,Bronx
2020-02-19,Pizza,Critical,Bronx
2020-02-11,Mediterranean,Not Critical,Brooklyn
2020-02-11,Mediterranean,Not Critical,Brooklyn
2020-02-11,Mediterranean,Not Critical,Brooklyn
2020-02-12,Asian,Not Critical,Manhattan
2020-02-26,Bakery Products/Desserts,Not Critical,Brooklyn
2020-02-05,Coffee/Tea,Not Critical,Manhattan
2020-02-05,International,Critical,Manhattan
2020-02-07,Bakery Products/Desserts,Critical,Manhattan
2020-02-07,Coffee/Tea,Critical,Manhattan
2020-03-04,Specialty,Critical,Brooklyn
2020-03-12,Asian,Not Critical,Queens
2020-02-20,Latin/Caribbean,Critical,Bronx
2020-03-05,American,Not Critical,Manhattan
2020-02-05,American,Not Critical,Queens
2020-03-06,American,Not Critical,Manhattan
2020-03-06,American,Not Critical,Manhattan
2020-02-25,American,Not Critical,Bronx
2020-02-10,Vegan,Critical,Manhattan
2020-03-09,Pizza,Not Critical,Manhattan
2020-02-18,American,Not Critical,Queens
2020-03-04,Latin/Caribbean,Critical,Bronx
2020-03-12,International,Not Critical,Queens
2020-02-20,Asian,Critical,Brooklyn
2020-03-16,American,Not Critical,Bronx
2020-02-26,American,Not Critical,Manhattan
2020-03-07,American,Not Critical,Manhattan
2020-03-02,Asian,Not Critical,Queens
2020-03-05,Latin American,Critical,Manhattan
2020-03-13,American,Critical,Manhattan
2020-03-05,American,Critical,Manhattan
2020-03-05,American,Not Critical,Manhattan
2020-02-03,Asian,Not Critical,Manhattan
2020-03-10,Asian/Asian Fusion,Not Critical,Manhattan
2020-03-10,Asian/Asian Fusion,Not Critical,Manhattan
2020-02-12,American,Critical,Staten Island
2020-03-13,Soups & Sandwiches,Not Critical,Brooklyn
2020-03-12,American,Critical,Queens
2020-02-10,American,Critical,Queens
2020-02-11,Latin American,Not Critical,Bronx
2020-02-19,Pizza,Not Critical,Brooklyn
2020-02-28,Italian,Critical,Manhattan
2020-02-06,Mediterranean,Not Critical,Queens
2020-02-27,Specialty,Not Critical,Brooklyn
2020-02-05,Steakhouse,Not Critical,Manhattan
2020-03-03,Specialty,Not Critical,Manhattan
2020-03-03,Specialty,Not Critical,Manhattan
2020-02-11,Asian,Critical,Queens
2020-02-06,International,Not Critical,Manhattan
2020-02-08,American,Critical,Brooklyn
2020-02-04,Frozen Desserts,Not Critical,Queens
2020-03-12,Specialty,Critical,Brooklyn
2020-03-03,Asian,Critical,Queens
2020-03-13,International,Not Critical,Brooklyn
2020-02-18,Latin/Caribbean,Critical,Brooklyn
2020-02-13,Asian,Critical,Queens
2020-02-11,Mediterranean,Not Critical,Queens
2020-02-15,Latin/Caribbean,Critical,Brooklyn
2020-02-11,American,Not Critical,Manhattan
2020-03-07,Asian,Critical,Queens
2020-03-09,Mediterranean,Not Critical,Queens
2020-02-24,Asian,Critical,Queens
2020-02-11,Asian,Critical,Queens
2020-03-10,Asian,Not Critical,Brooklyn
2020-02-11,Pizza,Critical,Manhattan
2020-02-07,Coffee/Tea,Not Critical,Manhattan
2020-02-07,Coffee/Tea,Not Critical,Manhattan
2020-02-07,Coffee/Tea,Not Critical,Manhattan
2020-02-28,American,Not Critical,Manhattan
2020-02-28,American,Not Critical,Manhattan
2020-03-02,Asian,Not Critical,Brooklyn
2020-02-11,American,Not Critical,Bronx
2020-02-11,American,Not Critical,Bronx
2020-02-27,Specialty,Not Critical,Queens
2020-03-04,American,Not Critical,Manhattan
2020-02-08,American,Critical,Brooklyn
2020-03-11,American,Not Critical,Manhattan
2020-02-14,Coffee/Tea,Not Critical,Manhattan
2020-03-12,Specialty,Not Critical,Manhattan
2020-03-03,Asian,Not Critical,Queens
2020-02-18,Asian,Not Critical,Queens
2020-02-14,Mediterranean,Critical,Brooklyn
2020-02-26,Specialty,Critical,Manhattan
2020-02-13,Coffee/Tea,Critical,Brooklyn
2020-02-18,International,Not Critical,Manhattan
2020-03-04,Asian,Critical,Manhattan
2020-03-05,Soups & Sandwiches,Not Critical,Bronx
2020-02-11,Asian,Critical,Queens
2020-02-05,Bakery Products/Desserts,Not Critical,Queens
2020-03-03,Bakery Products/Desserts,Not Critical,Manhattan
2020-02-05,Asian,Not Critical,Manhattan
2020-02-04,American,Critical,Manhattan
2020-02-11,Soups & Sandwiches,Not Critical,Queens
2020-02-27,Asian,Critical,Manhattan
2020-03-16,Mediterranean,Not Critical,Brooklyn
2020-02-18,Asian,Critical,Brooklyn
2020-02-18,American,Critical,Brooklyn
2020-02-26,Asian/Asian Fusion,Critical,Manhattan
2020-02-11,American,Critical,Queens
2020-03-12,Latin American,Not Critical,Bronx
2020-02-28,Asian,Not Critical,Manhattan
2020-03-03,Coffee/Tea,Critical,Manhattan
2020-03-02,Mediterranean,Critical,Queens
2020-02-24,Latin/Caribbean,Critical,Brooklyn
2020-02-14,Asian,Not Critical,Brooklyn
2020-02-04,Asian,Critical,Queens
2020-02-12,International,Not Critical,Manhattan
2020-02-25,American,Critical,Manhattan
2020-02-15,Latin/Caribbean,Critical,Queens
2020-03-12,Asian,Not Critical,Manhattan
2020-03-12,Asian,Not Critical,Manhattan
2020-03-09,Asian,Not Critical,Brooklyn
2020-03-09,Asian,Not Critical,Brooklyn
2020-02-11,Specialty,Not Critical,Brooklyn
2020-03-10,Asian,Not Critical,Queens
2020-03-10,Specialty,Not Critical,Brooklyn
2020-03-03,American,Critical,Queens
2020-02-05,Bakery Products/Desserts,Not Critical,Queens
2020-02-18,Mediterranean,Not Critical,Queens
2020-09-23,Mexican,Not Critical,Queens
2020-03-16,Specialty,Not Critical,Manhattan
2020-03-04,Asian,Not Critical,Brooklyn
2020-03-12,Pizza,Not Critical,Brooklyn
2020-03-03,Specialty,Not Critical,Brooklyn
2021-02-08,Pizza,Not Critical,Brooklyn
2020-02-19,Soups & Sandwiches,Critical,Queens
2020-02-20,Specialty,Critical,Brooklyn
2020-03-05,Asian,Critical,Queens
2020-03-04,Pizza,Not Critical,Manhattan
2020-02-28,Italian,Critical,Manhattan
2020-02-20,Specialty,Critical,Queens
2020-03-04,Coffee/Tea,Not Critical,Manhattan
2020-02-18,Mexican,Critical,Brooklyn
2020-03-10,Asian,Critical,Brooklyn
2020-03-09,Asian,Critical,Brooklyn
2020-02-04,American,Critical,Manhattan
2020-02-15,American,Critical,Manhattan
2020-03-11,American,Critical,Manhattan
2020-03-13,Asian,Not Critical,Manhattan
2020-03-13,Asian,Not Critical,Manhattan
2020-03-03,American,Critical,Manhattan
2020-03-04,Mexican,Not Critical,Manhattan
2020-03-11,Mexican,Critical,Queens
2020-02-24,Asian,Not Critical,Manhattan
2020-03-16,American,Not Critical,Brooklyn
2020-03-16,American,Not Critical,Brooklyn
2020-03-16,American,Not Critical,Brooklyn
2020-02-07,Asian,Not Critical,Queens
2020-03-09,Mediterranean,Not Critical,Manhattan
2020-02-05,International,Critical,Manhattan
2020-03-12,Specialty,Not Critical,Brooklyn
2020-03-03,Pizza,Not Critical,Brooklyn
2020-02-11,Pizza,Critical,Queens
2020-02-12,Mexican,Not Critical,Manhattan
2020-02-06,Asian/Asian Fusion,Not Critical,Bronx
2020-02-06,International,Critical,Manhattan
2020-03-02,Other,Critical,Manhattan
2020-03-04,American,Not Critical,Manhattan
2020-03-13,Bakery,Critical,Queens
2020-02-26,American,Not Critical,Queens
2020-02-26,American,Not Critical,Queens
2020-03-09,Latin American,Critical,Bronx
2020-02-13,Other,Not Critical,Brooklyn
2020-03-16,Asian,Critical,Manhattan
2020-02-12,Specialty,Not Critical,Staten Island
2020-02-12,Specialty,Not Critical,Staten Island
2020-03-06,American,Not Critical,Manhattan
2020-02-04,Asian,Not Critical,Brooklyn
2020-02-03,African,Critical,Bronx
2020-03-06,Mediterranean,Not Critical,Manhattan
2020-02-20,Latin American,Critical,Brooklyn
2020-02-13,Mediterranean,Not Critical,Queens
2020-02-06,Asian,Not Critical,Queens
2020-03-02,Asian,Critical,Brooklyn
2020-02-03,American,Not Critical,Manhattan
2020-02-18,Latin/Caribbean,Not Critical,Queens
2020-02-05,Asian/Asian Fusion,Critical,Manhattan
2020-02-05,American,Not Critical,Brooklyn
2020-03-09,Coffee/Tea,Critical,Queens
2020-02-19,Coffee/Tea,Not Critical,Manhattan
2020-02-08,American,Critical,Queens
2020-02-10,Italian,Critical,Manhattan
2020-02-26,Deli/Buffett,Critical,Manhattan
2020-03-14,Latin American,Not Critical,Queens
2020-03-05,Pizza,Not Critical,Queens
2020-03-04,Bakery,Not Critical,Brooklyn
2020-02-11,International,Not Critical,Queens
2020-02-05,Asian/Asian Fusion,Not Critical,Manhattan
2020-02-22,Mexican,Critical,Brooklyn
2020-03-02,Asian,Critical,Manhattan
2020-03-10,American,Critical,Queens
2020-02-03,Latin/Caribbean,Not Critical,Bronx
2020-03-13,Asian/Asian Fusion,Critical,Manhattan
2020-02-08,Other,Not Critical,Brooklyn
2020-03-10,Mexican,Not Critical,Brooklyn
2020-03-12,American,Not Critical,Queens
2020-02-11,Specialty,Critical,Brooklyn
2020-02-27,Asian,Critical,Queens
2020-02-27,Specialty,Not Critical,Manhattan
2020-03-03,Asian,Critical,Manhattan
2020-03-04,Asian,Not Critical,Queens
2020-03-07,Soups & Sandwiches,Not Critical,Queens
2020-02-18,Asian,Critical,Queens
2020-03-16,American,Not Critical,Bronx
2020-02-06,Asian/Asian Fusion,Critical,Brooklyn
2020-02-27,American,Not Critical,Staten Island
2020-03-05,Asian,Not Critical,Manhattan
2020-03-06,Latin/Caribbean,Critical,Brooklyn
2020-02-26,Pizza,Not Critical,Queens
2020-02-28,American,Not Critical,Manhattan
2020-02-11,Italian,Not Critical,Brooklyn
2020-02-21,Coffee/Tea,Critical,Queens
2020-03-04,Asian,Critical,Manhattan
2020-03-03,Italian,Critical,Staten Island
2020-02-19,Pizza,Critical,Bronx
2020-03-03,International,Critical,Queens
2020-03-07,American,Not Critical,Brooklyn
2020-03-04,Southeast Asian,Not Critical,Queens
2020-03-04,Southeast Asian,Not Critical,Queens
2020-03-16,Asian,Critical,Manhattan
2020-02-03,African,Critical,Bronx
2020-02-06,American,Critical,Staten Island
2020-02-19,Asian/Asian Fusion,Not Critical,Manhattan
2020-03-02,Specialty,Not Critical,Queens
2020-02-15,Mediterranean,Not Critical,Bronx
2020-02-06,Asian/Asian Fusion,Critical,Manhattan
2020-02-25,Asian,Critical,Manhattan
2020-02-03,Mexican,Not Critical,Queens
2020-02-25,Latin/Caribbean,Not Critical,Brooklyn
2020-03-02,American,Not Critical,Manhattan
2020-03-03,American,Critical,Manhattan
2020-02-27,Mexican,Not Critical,Brooklyn
2020-02-20,Bakery,Not Critical,Brooklyn
2020-03-16,Mediterranean,Not Critical,Queens
2020-03-16,Mediterranean,Not Critical,Queens
2020-02-04,Asian,Critical,Queens
2020-02-21,American,Not Critical,Manhattan
2020-03-09,Asian,Not Critical,Bronx
2020-03-09,Asian,Not Critical,Bronx
2020-03-12,International,Critical,Queens
2020-03-04,American,Not Critical,Brooklyn
2020-02-10,American,Critical,Manhattan
2020-02-15,American,Critical,Manhattan
2020-02-24,Coffee/Tea,Critical,Brooklyn
2020-03-10,Asian,Not Critical,Brooklyn
2020-03-03,American,Critical,Manhattan
2020-02-07,American,Not Critical,Manhattan
2020-02-07,Bakery,Not Critical,Manhattan
2020-03-03,Specialty,Not Critical,Manhattan
2020-03-04,Asian,Critical,Manhattan
2020-02-10,American,Not Critical,Manhattan
2020-02-11,Latin American,Critical,Queens
2020-02-05,Coffee/Tea,Critical,Manhattan
2020-02-05,Asian,Not Critical,Brooklyn
2020-02-25,Pizza,Not Critical,Queens
2020-02-20,Mediterranean,Critical,Queens
2020-02-19,Asian/Asian Fusion,Not Critical,Queens
2020-03-11,Asian,Not Critical,Bronx
2020-03-11,Asian,Not Critical,Bronx
2020-02-05,American,Critical,Queens
2020-02-19,Specialty,Critical,Bronx
2020-02-18,Italian,Critical,Manhattan
2020-03-03,Asian,Critical,Queens
2020-03-02,Other,Not Critical,Manhattan
2020-02-05,American,Critical,Brooklyn
2020-02-14,Asian,Not Critical,Manhattan
2020-02-06,Asian,Critical,Manhattan
2020-02-26,American,Not Critical,Bronx
2020-03-06,Asian,Critical,Manhattan
2020-02-14,Mediterranean,Critical,Queens
2020-03-02,Asian,Not Critical,Queens
2020-02-26,Specialty,Not Critical,Manhattan
2020-03-12,Mediterranean,Critical,Manhattan
2020-02-05,International,Critical,Manhattan
2020-02-27,Asian,Critical,Bronx
2020-02-03,Latin American,Not Critical,Bronx
2020-02-20,Specialty,Not Critical,Bronx
2020-02-24,Latin/Caribbean,Critical,Brooklyn
2020-02-14,Italian,Not Critical,Manhattan
2020-03-03,Asian,Critical,Queens
2020-02-12,Asian,Critical,Brooklyn
2020-02-12,Asian,Critical,Brooklyn
2020-02-27,Mexican,Critical,Manhattan
2020-02-25,Asian,Not Critical,Brooklyn
2020-02-12,Pizza,Not Critical,Manhattan
2020-03-09,Specialty,Critical,Brooklyn
2020-02-27,American,Not Critical,Brooklyn
2020-02-27,American,Not Critical,Brooklyn
2020-02-15,American,Critical,Manhattan
2020-02-12,Asian,Not Critical,Manhattan
2020-02-26,Pizza,Not Critical,Manhattan
2020-03-02,American,Not Critical,Bronx
2020-02-05,Coffee/Tea,Critical,Brooklyn
2020-02-15,American,Not Critical,Bronx
2020-02-12,American,Not Critical,Brooklyn
2020-02-12,American,Not Critical,Brooklyn
2020-02-04,Specialty,Critical,Brooklyn
2020-03-09,Specialty,Not Critical,Brooklyn
2020-02-06,Italian,Critical,Manhattan
2020-02-18,Asian,Not Critical,Manhattan
2020-02-05,Pizza,Not Critical,Queens
2020-02-05,Pizza,Not Critical,Queens
2020-02-12,American,Critical,Bronx
2020-03-16,Asian,Not Critical,Manhattan
2020-02-27,Asian/Asian Fusion,Not Critical,Manhattan
2020-03-02,Specialty,Not Critical,Queens
2020-02-20,Specialty,Not Critical,Queens
2020-02-12,Italian,Critical,Staten Island
2020-03-03,Mexican,Critical,Manhattan
2020-03-09,American,Critical,Manhattan
2020-02-12,Italian,Critical,Manhattan
2020-02-04,Other,Not Critical,Manhattan
2020-02-24,Asian,Not Critical,Queens
2020-02-27,Latin American,Not Critical,Bronx
2020-03-09,Asian,Not Critical,Brooklyn
2020-03-05,Asian,Critical,Queens
2020-03-16,Asian,Not Critical,Queens
2020-02-14,Asian,Not Critical,Manhattan
2020-03-16,Asian/Asian Fusion,Critical,Manhattan
2020-02-19,Asian,Critical,Manhattan
2020-02-12,Mediterranean,Not Critical,Manhattan
2020-02-03,American,Not Critical,Manhattan
2020-03-11,Specialty,Not Critical,Queens
2020-02-29,Asian,Critical,Queens
2020-02-18,Coffee/Tea,Critical,Brooklyn
2020-03-05,Asian,Critical,Brooklyn
2020-02-07,Asian,Critical,Queens
2020-03-13,Bakery,Not Critical,Queens
2020-02-25,Asian,Not Critical,Brooklyn
2020-03-11,Mexican,Critical,Manhattan
2020-02-27,Mexican,Not Critical,Manhattan
2020-02-13,Asian,Not Critical,Brooklyn
2020-03-02,American,Critical,Brooklyn
2020-03-02,American,Not Critical,Manhattan
2020-02-07,Bakery Products/Desserts,Not Critical,Manhattan
2020-02-25,American,Critical,Bronx
2020-02-19,Pizza,Critical,Brooklyn
2020-02-19,Pizza,Critical,Brooklyn
2020-02-19,Pizza,Not Critical,Staten Island
2020-02-19,Pizza,Not Critical,Staten Island
2020-03-09,American,Critical,Queens
2020-03-12,Pizza,Not Critical,Brooklyn
2020-03-03,Asian,Not Critical,Queens
2020-02-26,American,Not Critical,Queens
2020-02-05,Asian/Asian Fusion,Not Critical,Brooklyn
2020-03-04,Mexican,Not Critical,Manhattan
2020-02-12,American,Not Critical,Bronx
2020-03-05,Asian,Critical,Manhattan
2020-02-18,Asian,Critical,Brooklyn
2020-02-18,Asian,Critical,Brooklyn
2020-02-11,Asian,Critical,Brooklyn
2020-03-11,American,Not Critical,Staten Island
2020-03-11,American,Not Critical,Staten Island
2020-02-06,Specialty,Not Critical,Queens
2020-02-07,American,Critical,Manhattan
2020-02-28,Coffee/Tea,Critical,Brooklyn
2020-03-06,Pizza,Not Critical,Manhattan
2020-02-05,Specialty,Critical,Brooklyn
2020-02-19,American,Not Critical,Manhattan
2020-03-03,Pizza,Critical,Brooklyn
2020-03-16,American,Critical,Queens
2020-02-05,Asian,Critical,Manhattan
2020-02-13,American,Not Critical,Queens
2020-03-12,American,Not Critical,Brooklyn
2020-02-22,Mexican,Not Critical,Manhattan
2020-02-11,Mediterranean,Not Critical,Brooklyn
2020-02-04,Specialty,Critical,Brooklyn
2020-02-05,American,Not Critical,Manhattan
2020-02-18,Asian,Critical,Brooklyn
2020-02-18,American,Not Critical,Brooklyn
2020-03-07,American,Critical,Brooklyn
2020-03-16,Coffee/Tea,Not Critical,Manhattan
2020-03-10,International,Critical,Manhattan
2020-02-11,International,Critical,Manhattan
2020-02-13,Asian,Not Critical,Queens
2020-02-27,Pizza,Not Critical,Manhattan
2020-03-02,Mediterranean,Not Applicable,Brooklyn
2020-03-16,Coffee/Tea,Not Critical,Manhattan
2020-02-24,Specialty,Critical,Brooklyn
2020-02-27,Mediterranean,Critical,Manhattan
2020-03-12,American,Critical,Manhattan
2020-03-16,Pizza,Not Critical,Manhattan
2020-02-06,American,Critical,Brooklyn
2020-03-09,Asian,Critical,Manhattan
2020-02-04,American,Critical,Queens
2020-02-10,Asian,Critical,Bronx
2020-02-19,Mediterranean,Not Critical,Queens
2020-03-03,Asian/Asian Fusion,Critical,Brooklyn
2020-03-03,Asian/Asian Fusion,Critical,Brooklyn
2020-02-26,Mediterranean,Not Critical,Manhattan
2020-03-12,Asian,Critical,Queens
2020-03-04,Mexican,Critical,Brooklyn
2020-03-12,Pizza,Not Critical,Queens
2020-03-02,Latin American,Not Critical,Manhattan
2020-03-05,Asian,Critical,Queens
2020-02-06,Asian,Not Critical,Manhattan
2020-02-19,Latin American,Critical,Manhattan
2020-03-05,Pizza,Critical,Staten Island
2020-02-14,Specialty,Not Critical,Bronx
2020-03-09,Bakery,Not Critical,Brooklyn
2020-02-13,International,Critical,Brooklyn
2020-02-13,Asian,Not Critical,Queens
2020-02-05,American,Not Critical,Brooklyn
2020-02-05,American,Not Critical,Brooklyn
2020-02-24,Asian,Not Critical,Manhattan
2020-02-21,Bakery,Critical,Bronx
2020-02-06,Specialty,Not Critical,Bronx
2020-02-06,Specialty,Not Critical,Bronx
2020-02-03,African,Critical,Manhattan
2020-02-05,American,Critical,Manhattan
2020-02-27,Asian,Critical,Brooklyn
2020-02-07,American,Critical,Manhattan
2020-02-28,Pizza,Not Critical,Manhattan
2020-03-04,Coffee/Tea,Critical,Manhattan
2020-02-24,American,Critical,Manhattan
2020-03-04,Asian/Asian Fusion,Not Critical,Queens
2020-02-26,Latin American,Critical,Queens
2020-02-18,Latin/Caribbean,Not Critical,Brooklyn
2020-03-07,American,Critical,Manhattan
2020-02-27,Frozen Desserts,Critical,Brooklyn
2020-02-28,Latin/Caribbean,Not Critical,Brooklyn
2020-02-04,Asian,Not Critical,Queens
2020-02-07,Bakery Products/Desserts,Not Critical,Manhattan
2020-02-12,Specialty,Critical,Manhattan
2020-03-11,Coffee/Tea,Critical,Manhattan
2020-02-18,American,Critical,Manhattan
2020-03-03,Asian,Critical,Manhattan
2020-02-27,Asian,Not Critical,Queens
2020-03-04,Mexican,Not Critical,Manhattan
2020-03-11,Coffee/Tea,Not Critical,Staten Island
2020-03-12,Mediterranean,Critical,Queens
2020-02-27,Mexican,Not Critical,Brooklyn
2020-02-06,Asian,Not Critical,Queens
2020-02-28,Bakery,Not Critical,Queens
2020-02-28,Steakhouse,Critical,Manhattan
2020-02-03,Asian,Not Critical,Brooklyn
2020-03-13,Asian,Critical,Manhattan
2020-02-14,American,Critical,Manhattan
2020-02-26,Pizza,Critical,Manhattan
2020-02-26,American,Not Critical,Manhattan
2020-02-28,American,Critical,Manhattan
2020-02-12,Asian/Asian Fusion,Critical,Queens
2020-02-11,Asian,Critical,Queens
2020-02-13,Latin/Caribbean,Not Critical,Brooklyn
2020-03-10,Mediterranean,Critical,Queens
2020-03-16,Latin/Caribbean,Critical,Manhattan
2020-02-20,Bakery Products/Desserts,Not Critical,Manhattan
2020-03-06,American,Not Critical,Manhattan
2020-03-04,Bakery,Critical,Staten Island
2020-02-04,Italian,Not Critical,Brooklyn
2020-02-22,Mexican,Not Critical,Brooklyn
2020-02-14,Coffee/Tea,Not Critical,Queens
2020-02-26,Latin/Caribbean,Critical,Manhattan
2020-02-28,American,Not Critical,Manhattan
2020-02-03,Asian,Not Critical,Manhattan
2020-02-24,American,Not Critical,Manhattan
2020-02-22,American,Not Critical,Manhattan
2020-02-04,Mediterranean,Not Critical,Queens
2020-02-26,Mediterranean,Critical,Bronx
2020-02-04,Mediterranean,Critical,Queens
2020-03-10,Pizza,Critical,Queens
2020-03-04,American,Not Critical,Queens
2020-03-04,American,Not Critical,Queens
2020-03-13,Pizza,Not Critical,Brooklyn
2020-02-10,Asian,Critical,Bronx
2020-03-02,Specialty,Not Critical,Manhattan
2020-03-16,Latin American,Not Critical,Queens
2020-03-13,Specialty,Critical,Brooklyn
2020-03-05,Asian,Not Critical,Queens
2020-02-07,Bakery,Not Critical,Bronx
2020-03-16,Mediterranean,Critical,Brooklyn
2020-02-07,American,Not Critical,Manhattan
2020-02-06,American,Critical,Queens
2020-02-27,Specialty,Critical,Manhattan
2020-02-05,American,Critical,Brooklyn
2020-02-24,American,Critical,Manhattan
2020-03-14,Latin American,Critical,Queens
2020-03-14,Latin American,Critical,Queens
2020-02-28,Specialty,Not Critical,Manhattan
2020-03-03,Asian,Critical,Manhattan
2020-02-19,American,Not Critical,Queens
2020-03-02,Asian,Not Critical,Brooklyn
2020-02-20,Bottled Beverages,Critical,Manhattan
2020-03-11,American,Critical,Brooklyn
2020-02-06,Italian,Not Critical,Manhattan
2020-02-06,Italian,Not Critical,Manhattan
2020-03-03,Asian/Asian Fusion,Not Critical,Manhattan
2020-03-03,Coffee/Tea,Critical,Brooklyn
2020-03-16,Latin American,Not Critical,Queens
2020-03-02,American,Not Critical,Manhattan
2020-02-03,American,Not Critical,Brooklyn
2020-02-03,American,Not Critical,Brooklyn
2020-03-05,Coffee/Tea,Not Critical,Manhattan
2020-03-10,Latin/Caribbean,Critical,Queens
2020-02-05,Latin American,Critical,Manhattan
2020-02-05,Latin American,Critical,Manhattan
2020-03-12,Latin/Caribbean,Critical,Brooklyn
2020-02-21,International,Not Critical,Manhattan
2020-02-26,Asian/Asian Fusion,Critical,Manhattan
2020-02-18,Bakery,Not Critical,Brooklyn
2020-02-18,Bakery,Not Critical,Brooklyn
2020-02-18,Bakery,Not Critical,Brooklyn
2020-02-10,Soups & Sandwiches,Critical,Queens
2020-02-18,Asian,Not Critical,Brooklyn
2020-02-18,Asian,Not Critical,Brooklyn
2020-02-21,American,Critical,Manhattan
2020-02-21,American,Not Critical,Queens
2020-03-06,Bakery Products/Desserts,Critical,Brooklyn
